,gene,name,total,max1,max3
16861,ENSG00000206808,somethw,-1.0,-1.0,-1.0
16862,ENSG00000229226,somethw,-1.0,-1.0,-1.0
16863,ENSG00000242807,somethw,-1.0,-1.0,-1.0
16864,ENSG00000199360,somethw,-1.0,-1.0,-1.0
16865,ENSG00000177409,somethw,-1.0,-1.0,-1.0
16866,ENSG00000075035,somethw,-1.0,-1.0,-1.0
16867,ENSG00000273998,somethw,-1.0,-1.0,-1.0
16868,ENSG00000258804,somethw,-1.0,-1.0,-1.0
16869,ENSG00000229935,somethw,-1.0,-1.0,-1.0
16870,ENSG00000230787,somethw,-1.0,-1.0,-1.0
16871,ENSG00000229759,somethw,-1.0,-1.0,-1.0
16872,ENSG00000108442,somethw,-1.0,-1.0,-1.0
16873,ENSG00000076003,somethw,-1.0,-1.0,-1.0
16874,ENSG00000119013,somethw,-1.0,-1.0,-1.0
16875,ENSG00000253628,somethw,-1.0,-1.0,-1.0
16876,ENSG00000252524,somethw,-1.0,-1.0,-1.0
16877,ENSG00000276940,somethw,-1.0,-1.0,-1.0
16878,ENSG00000278395,somethw,-1.0,-1.0,-1.0
16879,ENSG00000255038,somethw,-1.0,-1.0,-1.0
16880,ENSG00000203808,somethw,-1.0,-1.0,-1.0
16881,ENSG00000257376,somethw,-1.0,-1.0,-1.0
16882,ENSG00000235467,somethw,-1.0,-1.0,-1.0
16883,ENSG00000279329,somethw,-1.0,-1.0,-1.0
16884,ENSG00000107404,somethw,-1.0,-1.0,-1.0
16885,ENSG00000188822,somethw,-1.0,-1.0,-1.0
16886,ENSG00000156463,somethw,-1.0,-1.0,-1.0
16887,ENSG00000258366,somethw,-1.0,-1.0,-1.0
16888,ENSG00000123700,somethw,-1.0,-1.0,-1.0
16889,ENSG00000260643,somethw,-1.0,-1.0,-1.0
16890,ENSG00000227590,somethw,-1.0,-1.0,-1.0
16891,ENSG00000207838,somethw,-1.0,-1.0,-1.0
16892,ENSG00000205457,somethw,-1.0,-1.0,-1.0
16893,ENSG00000225733,somethw,-1.0,-1.0,-1.0
16894,ENSG00000274964,somethw,-1.0,-1.0,-1.0
16895,ENSG00000066382,somethw,-1.0,-1.0,-1.0
16896,ENSG00000230452,somethw,-1.0,-1.0,-1.0
16897,ENSG00000227837,somethw,-1.0,-1.0,-1.0
16898,ENSG00000231404,somethw,-1.0,-1.0,-1.0
16899,ENSG00000267780,somethw,-1.0,-1.0,-1.0
16900,ENSG00000226747,somethw,-1.0,-1.0,-1.0
16901,ENSG00000250280,somethw,-1.0,-1.0,-1.0
16902,ENSG00000141012,somethw,-1.0,-1.0,-1.0
16903,ENSG00000249247,somethw,-1.0,-1.0,-1.0
16904,ENSG00000120370,somethw,-1.0,-1.0,-1.0
16905,ENSG00000254639,somethw,-1.0,-1.0,-1.0
16906,ENSG00000185340,somethw,-1.0,-1.0,-1.0
16907,ENSG00000267751,somethw,-1.0,-1.0,-1.0
16908,ENSG00000123843,somethw,-1.0,-1.0,-1.0
16909,ENSG00000115307,somethw,-1.0,-1.0,-1.0
16910,ENSG00000101096,somethw,-1.0,-1.0,-1.0
16911,ENSG00000166508,somethw,-1.0,-1.0,-1.0
16912,ENSG00000241468,somethw,-1.0,-1.0,-1.0
16913,ENSG00000198420,somethw,-1.0,-1.0,-1.0
16914,ENSG00000152492,somethw,-1.0,-1.0,-1.0
16915,ENSG00000207863,somethw,-1.0,-1.0,-1.0
16916,ENSG00000201545,somethw,-1.0,-1.0,-1.0
16917,ENSG00000254506,somethw,-1.0,-1.0,-1.0
16918,ENSG00000260646,somethw,-1.0,-1.0,-1.0
16919,ENSG00000237138,somethw,-1.0,-1.0,-1.0
16920,ENSG00000101407,somethw,-1.0,-1.0,-1.0
16921,ENSG00000117090,somethw,-1.0,-1.0,-1.0
16922,ENSG00000255505,somethw,-1.0,-1.0,-1.0
16923,ENSG00000138834,somethw,-1.0,-1.0,-1.0
16924,ENSG00000280364,somethw,-1.0,-1.0,-1.0
16925,ENSG00000264583,somethw,-1.0,-1.0,-1.0
16926,ENSG00000277542,somethw,-1.0,-1.0,-1.0
16927,ENSG00000200985,somethw,-1.0,-1.0,-1.0
16928,ENSG00000227674,somethw,-1.0,-1.0,-1.0
16929,ENSG00000277214,somethw,-1.0,-1.0,-1.0
16930,ENSG00000221537,somethw,-1.0,-1.0,-1.0
16931,ENSG00000230543,somethw,-1.0,-1.0,-1.0
16932,ENSG00000228286,somethw,-1.0,-1.0,-1.0
16933,ENSG00000223254,somethw,-1.0,-1.0,-1.0
16934,ENSG00000280433,somethw,-1.0,-1.0,-1.0
16935,ENSG00000134769,somethw,-1.0,-1.0,-1.0
16936,ENSG00000270665,somethw,-1.0,-1.0,-1.0
16937,ENSG00000256628,somethw,-1.0,-1.0,-1.0
16938,ENSG00000156928,somethw,-1.0,-1.0,-1.0
16939,ENSG00000280302,somethw,-1.0,-1.0,-1.0
16940,ENSG00000250768,somethw,-1.0,-1.0,-1.0
16941,ENSG00000255341,somethw,-1.0,-1.0,-1.0
16942,ENSG00000260555,somethw,-1.0,-1.0,-1.0
16943,ENSG00000139793,somethw,-1.0,-1.0,-1.0
16944,ENSG00000236347,somethw,-1.0,-1.0,-1.0
16945,ENSG00000187600,somethw,-1.0,-1.0,-1.0
16946,ENSG00000100433,somethw,-1.0,-1.0,-1.0
16947,ENSG00000143156,somethw,-1.0,-1.0,-1.0
16948,ENSG00000241088,somethw,-1.0,-1.0,-1.0
16949,ENSG00000172602,somethw,-1.0,-1.0,-1.0
16950,ENSG00000231978,somethw,-1.0,-1.0,-1.0
16951,ENSG00000096264,somethw,-1.0,-1.0,-1.0
16952,ENSG00000054392,somethw,-1.0,-1.0,-1.0
16953,ENSG00000267523,somethw,-1.0,-1.0,-1.0
16954,ENSG00000167751,somethw,-1.0,-1.0,-1.0
16955,ENSG00000237003,somethw,-1.0,-1.0,-1.0
16956,ENSG00000268240,somethw,-1.0,-1.0,-1.0
16957,ENSG00000241923,somethw,-1.0,-1.0,-1.0
16958,ENSG00000090447,somethw,-1.0,-1.0,-1.0
16959,ENSG00000243160,somethw,-1.0,-1.0,-1.0
16960,ENSG00000254261,somethw,-1.0,-1.0,-1.0
16961,ENSG00000212013,somethw,-1.0,-1.0,-1.0
16962,ENSG00000103023,somethw,-1.0,-1.0,-1.0
16963,ENSG00000116254,somethw,-1.0,-1.0,-1.0
16964,ENSG00000280587,somethw,-1.0,-1.0,-1.0
16965,ENSG00000056277,somethw,-1.0,-1.0,-1.0
16966,ENSG00000230126,somethw,-1.0,-1.0,-1.0
16967,ENSG00000261196,somethw,-1.0,-1.0,-1.0
16968,ENSG00000240621,somethw,-1.0,-1.0,-1.0
16969,ENSG00000262090,somethw,-1.0,-1.0,-1.0
16970,ENSG00000235661,somethw,-1.0,-1.0,-1.0
16971,ENSG00000258884,somethw,-1.0,-1.0,-1.0
16972,ENSG00000166974,somethw,-1.0,-1.0,-1.0
16973,ENSG00000235823,somethw,-1.0,-1.0,-1.0
16974,ENSG00000200338,somethw,-1.0,-1.0,-1.0
16975,ENSG00000204392,somethw,-1.0,-1.0,-1.0
16976,ENSG00000213117,somethw,-1.0,-1.0,-1.0
16977,ENSG00000268916,somethw,-1.0,-1.0,-1.0
16978,ENSG00000229927,somethw,-1.0,-1.0,-1.0
16979,ENSG00000207084,somethw,-1.0,-1.0,-1.0
16980,ENSG00000113621,somethw,-1.0,-1.0,-1.0
16981,ENSG00000257763,somethw,-1.0,-1.0,-1.0
16982,ENSG00000185176,somethw,-1.0,-1.0,-1.0
16983,ENSG00000183763,somethw,-1.0,-1.0,-1.0
16984,ENSG00000221507,somethw,-1.0,-1.0,-1.0
16985,ENSG00000235962,somethw,-1.0,-1.0,-1.0
16986,ENSG00000277397,somethw,-1.0,-1.0,-1.0
16987,ENSG00000171794,somethw,-1.0,-1.0,-1.0
16988,ENSG00000207716,somethw,-1.0,-1.0,-1.0
16989,ENSG00000249782,somethw,-1.0,-1.0,-1.0
16990,ENSG00000179967,somethw,-1.0,-1.0,-1.0
16991,ENSG00000168852,somethw,-1.0,-1.0,-1.0
16992,ENSG00000006025,somethw,-1.0,-1.0,-1.0
16993,ENSG00000170819,somethw,-1.0,-1.0,-1.0
16994,ENSG00000229585,somethw,-1.0,-1.0,-1.0
16995,ENSG00000229367,somethw,-1.0,-1.0,-1.0
16996,ENSG00000199603,somethw,-1.0,-1.0,-1.0
16997,ENSG00000269834,somethw,-1.0,-1.0,-1.0
16998,ENSG00000260500,somethw,-1.0,-1.0,-1.0
16999,ENSG00000201260,somethw,-1.0,-1.0,-1.0
17000,ENSG00000131982,somethw,-1.0,-1.0,-1.0
17001,ENSG00000110375,somethw,-1.0,-1.0,-1.0
17002,ENSG00000110011,somethw,-1.0,-1.0,-1.0
17003,ENSG00000233642,somethw,-1.0,-1.0,-1.0
17004,ENSG00000237887,somethw,-1.0,-1.0,-1.0
17005,ENSG00000234228,somethw,-1.0,-1.0,-1.0
17006,ENSG00000279017,somethw,-1.0,-1.0,-1.0
17007,ENSG00000271184,somethw,-1.0,-1.0,-1.0
17008,ENSG00000250750,somethw,-1.0,-1.0,-1.0
17009,ENSG00000183199,somethw,-1.0,-1.0,-1.0
17010,ENSG00000251819,somethw,-1.0,-1.0,-1.0
17011,ENSG00000131484,somethw,-1.0,-1.0,-1.0
17012,ENSG00000165698,somethw,-1.0,-1.0,-1.0
17013,ENSG00000238083,somethw,-1.0,-1.0,-1.0
17014,ENSG00000266967,somethw,-1.0,-1.0,-1.0
17015,ENSG00000236297,somethw,-1.0,-1.0,-1.0
17016,ENSG00000233665,somethw,-1.0,-1.0,-1.0
17017,ENSG00000237140,somethw,-1.0,-1.0,-1.0
17018,ENSG00000260361,somethw,-1.0,-1.0,-1.0
17019,ENSG00000160360,somethw,-1.0,-1.0,-1.0
17020,ENSG00000253191,somethw,-1.0,-1.0,-1.0
17021,ENSG00000277234,somethw,-1.0,-1.0,-1.0
17022,ENSG00000213495,somethw,-1.0,-1.0,-1.0
17023,ENSG00000235872,somethw,-1.0,-1.0,-1.0
17024,ENSG00000116260,somethw,-1.0,-1.0,-1.0
17025,ENSG00000275392,somethw,-1.0,-1.0,-1.0
17026,ENSG00000158019,somethw,-1.0,-1.0,-1.0
17027,ENSG00000144028,somethw,-1.0,-1.0,-1.0
17028,ENSG00000090889,somethw,-1.0,-1.0,-1.0
17029,ENSG00000267196,somethw,-1.0,-1.0,-1.0
17030,ENSG00000037280,somethw,-1.0,-1.0,-1.0
17031,ENSG00000236287,somethw,-1.0,-1.0,-1.0
17032,ENSG00000108511,somethw,-1.0,-1.0,-1.0
17033,ENSG00000233671,somethw,-1.0,-1.0,-1.0
17034,ENSG00000109062,somethw,-1.0,-1.0,-1.0
17035,ENSG00000199482,somethw,-1.0,-1.0,-1.0
17036,ENSG00000215603,somethw,-1.0,-1.0,-1.0
17037,ENSG00000237136,somethw,-1.0,-1.0,-1.0
17038,ENSG00000260268,somethw,-1.0,-1.0,-1.0
17039,ENSG00000263110,somethw,-1.0,-1.0,-1.0
17040,ENSG00000251792,somethw,-1.0,-1.0,-1.0
17041,ENSG00000259073,somethw,-1.0,-1.0,-1.0
17042,ENSG00000264635,somethw,-1.0,-1.0,-1.0
17043,ENSG00000225078,somethw,-1.0,-1.0,-1.0
17044,ENSG00000254209,somethw,-1.0,-1.0,-1.0
17045,ENSG00000259469,somethw,-1.0,-1.0,-1.0
17046,ENSG00000270619,somethw,-1.0,-1.0,-1.0
17047,ENSG00000222663,somethw,-1.0,-1.0,-1.0
17048,ENSG00000105323,somethw,-1.0,-1.0,-1.0
17049,ENSG00000207713,somethw,-1.0,-1.0,-1.0
17050,ENSG00000203995,somethw,-1.0,-1.0,-1.0
17051,ENSG00000166197,somethw,-1.0,-1.0,-1.0
17052,ENSG00000169299,somethw,-1.0,-1.0,-1.0
17053,ENSG00000277991,somethw,-1.0,-1.0,-1.0
17054,ENSG00000270343,somethw,-1.0,-1.0,-1.0
17055,ENSG00000229594,somethw,-1.0,-1.0,-1.0
17056,ENSG00000248148,somethw,-1.0,-1.0,-1.0
17057,ENSG00000225046,somethw,-1.0,-1.0,-1.0
17058,ENSG00000259414,somethw,-1.0,-1.0,-1.0
17059,ENSG00000142765,somethw,-1.0,-1.0,-1.0
17060,ENSG00000269392,somethw,-1.0,-1.0,-1.0
17061,ENSG00000271680,somethw,-1.0,-1.0,-1.0
17062,ENSG00000215589,somethw,-1.0,-1.0,-1.0
17063,ENSG00000200935,somethw,-1.0,-1.0,-1.0
17064,ENSG00000117020,somethw,-1.0,-1.0,-1.0
17065,ENSG00000183185,somethw,-1.0,-1.0,-1.0
17066,ENSG00000171790,somethw,-1.0,-1.0,-1.0
17067,ENSG00000184033,somethw,-1.0,-1.0,-1.0
17068,ENSG00000273402,somethw,-1.0,-1.0,-1.0
17069,ENSG00000236680,somethw,-1.0,-1.0,-1.0
17070,ENSG00000240859,somethw,-1.0,-1.0,-1.0
17071,ENSG00000223509,somethw,-1.0,-1.0,-1.0
17072,ENSG00000196376,somethw,-1.0,-1.0,-1.0
17073,ENSG00000186970,somethw,-1.0,-1.0,-1.0
17074,ENSG00000097021,somethw,-1.0,-1.0,-1.0
17075,ENSG00000279304,somethw,-1.0,-1.0,-1.0
17076,ENSG00000269533,somethw,-1.0,-1.0,-1.0
17077,ENSG00000237442,somethw,-1.0,-1.0,-1.0
17078,ENSG00000280120,somethw,-1.0,-1.0,-1.0
17079,ENSG00000244456,somethw,-1.0,-1.0,-1.0
17080,ENSG00000249934,somethw,-1.0,-1.0,-1.0
17081,ENSG00000239040,somethw,-1.0,-1.0,-1.0
17082,ENSG00000013810,somethw,-1.0,-1.0,-1.0
17083,ENSG00000242689,somethw,-1.0,-1.0,-1.0
17084,ENSG00000237569,somethw,-1.0,-1.0,-1.0
17085,ENSG00000143624,somethw,-1.0,-1.0,-1.0
17086,ENSG00000266968,somethw,-1.0,-1.0,-1.0
17087,ENSG00000214807,somethw,-1.0,-1.0,-1.0
17088,ENSG00000237434,somethw,-1.0,-1.0,-1.0
17089,ENSG00000279551,somethw,-1.0,-1.0,-1.0
17090,ENSG00000258769,somethw,-1.0,-1.0,-1.0
17091,ENSG00000186153,somethw,-1.0,-1.0,-1.0
17092,ENSG00000188155,somethw,-1.0,-1.0,-1.0
17093,ENSG00000223488,somethw,-1.0,-1.0,-1.0
17094,ENSG00000227902,somethw,-1.0,-1.0,-1.0
17095,ENSG00000274600,somethw,-1.0,-1.0,-1.0
17096,ENSG00000177854,somethw,-1.0,-1.0,-1.0
17097,ENSG00000099219,somethw,-1.0,-1.0,-1.0
17098,ENSG00000237947,somethw,-1.0,-1.0,-1.0
17099,ENSG00000252162,somethw,-1.0,-1.0,-1.0
17100,ENSG00000149634,somethw,-1.0,-1.0,-1.0
17101,ENSG00000110218,somethw,-1.0,-1.0,-1.0
17102,ENSG00000212565,somethw,-1.0,-1.0,-1.0
17103,ENSG00000135116,somethw,-1.0,-1.0,-1.0
17104,ENSG00000103264,somethw,-1.0,-1.0,-1.0
17105,ENSG00000229591,somethw,-1.0,-1.0,-1.0
17106,ENSG00000172379,somethw,-1.0,-1.0,-1.0
17107,ENSG00000248824,somethw,-1.0,-1.0,-1.0
17108,ENSG00000143107,somethw,-1.0,-1.0,-1.0
17109,ENSG00000169789,somethw,-1.0,-1.0,-1.0
17110,ENSG00000105866,somethw,-1.0,-1.0,-1.0
17111,ENSG00000083857,somethw,-1.0,-1.0,-1.0
17112,ENSG00000079691,somethw,-1.0,-1.0,-1.0
17113,ENSG00000271605,somethw,-1.0,-1.0,-1.0
17114,ENSG00000275061,somethw,-1.0,-1.0,-1.0
17115,ENSG00000105321,somethw,-1.0,-1.0,-1.0
17116,ENSG00000164877,somethw,-1.0,-1.0,-1.0
17117,ENSG00000174243,somethw,-1.0,-1.0,-1.0
17118,ENSG00000104953,somethw,-1.0,-1.0,-1.0
17119,ENSG00000223944,somethw,-1.0,-1.0,-1.0
17120,ENSG00000232150,somethw,-1.0,-1.0,-1.0
17121,ENSG00000263860,somethw,-1.0,-1.0,-1.0
17122,ENSG00000206914,somethw,-1.0,-1.0,-1.0
17123,ENSG00000105327,somethw,-1.0,-1.0,-1.0
17124,ENSG00000186886,somethw,-1.0,-1.0,-1.0
17125,ENSG00000204919,somethw,-1.0,-1.0,-1.0
17126,ENSG00000277851,somethw,-1.0,-1.0,-1.0
17127,ENSG00000254152,somethw,-1.0,-1.0,-1.0
17128,ENSG00000173812,somethw,-1.0,-1.0,-1.0
17129,ENSG00000279936,somethw,-1.0,-1.0,-1.0
17130,ENSG00000235301,somethw,-1.0,-1.0,-1.0
17131,ENSG00000217325,somethw,-1.0,-1.0,-1.0
17132,ENSG00000104951,somethw,-1.0,-1.0,-1.0
17133,ENSG00000200432,somethw,-1.0,-1.0,-1.0
17134,ENSG00000201315,somethw,-1.0,-1.0,-1.0
17135,ENSG00000206199,somethw,-1.0,-1.0,-1.0
17136,ENSG00000140859,somethw,-1.0,-1.0,-1.0
17137,ENSG00000186468,somethw,-1.0,-1.0,-1.0
17138,ENSG00000244730,somethw,-1.0,-1.0,-1.0
17139,ENSG00000266975,somethw,-1.0,-1.0,-1.0
17140,ENSG00000185666,somethw,-1.0,-1.0,-1.0
17141,ENSG00000230522,somethw,-1.0,-1.0,-1.0
17142,ENSG00000236159,somethw,-1.0,-1.0,-1.0
17143,ENSG00000111364,somethw,-1.0,-1.0,-1.0
17144,ENSG00000253545,somethw,-1.0,-1.0,-1.0
17145,ENSG00000222932,somethw,-1.0,-1.0,-1.0
17146,ENSG00000011422,somethw,-1.0,-1.0,-1.0
17147,ENSG00000271538,somethw,-1.0,-1.0,-1.0
17148,ENSG00000170260,somethw,-1.0,-1.0,-1.0
17149,ENSG00000205978,somethw,-1.0,-1.0,-1.0
17150,ENSG00000215198,somethw,-1.0,-1.0,-1.0
17151,ENSG00000226496,somethw,-1.0,-1.0,-1.0
17152,ENSG00000270073,somethw,-1.0,-1.0,-1.0
17153,ENSG00000180988,somethw,-1.0,-1.0,-1.0
17154,ENSG00000123561,somethw,-1.0,-1.0,-1.0
17155,ENSG00000225551,somethw,-1.0,-1.0,-1.0
17156,ENSG00000230696,somethw,-1.0,-1.0,-1.0
17157,ENSG00000128617,somethw,-1.0,-1.0,-1.0
17158,ENSG00000265394,somethw,-1.0,-1.0,-1.0
17159,ENSG00000170954,somethw,-1.0,-1.0,-1.0
17160,ENSG00000225224,somethw,-1.0,-1.0,-1.0
17161,ENSG00000105352,somethw,-1.0,-1.0,-1.0
17162,ENSG00000258137,somethw,-1.0,-1.0,-1.0
17163,ENSG00000139354,somethw,-1.0,-1.0,-1.0
17164,ENSG00000269570,somethw,-1.0,-1.0,-1.0
17165,ENSG00000250706,somethw,-1.0,-1.0,-1.0
17166,ENSG00000143318,somethw,-1.0,-1.0,-1.0
17167,ENSG00000166750,somethw,-1.0,-1.0,-1.0
17168,ENSG00000214812,somethw,-1.0,-1.0,-1.0
17169,ENSG00000149782,somethw,-1.0,-1.0,-1.0
17170,ENSG00000152475,somethw,-1.0,-1.0,-1.0
17171,ENSG00000275361,somethw,-1.0,-1.0,-1.0
17172,ENSG00000267980,somethw,-1.0,-1.0,-1.0
17173,ENSG00000248282,somethw,-1.0,-1.0,-1.0
17174,ENSG00000260580,somethw,-1.0,-1.0,-1.0
17175,ENSG00000105894,somethw,-1.0,-1.0,-1.0
17176,ENSG00000171045,somethw,-1.0,-1.0,-1.0
17177,ENSG00000143416,somethw,-1.0,-1.0,-1.0
17178,ENSG00000261779,somethw,-1.0,-1.0,-1.0
17179,ENSG00000139112,somethw,-1.0,-1.0,-1.0
17180,ENSG00000116815,somethw,-1.0,-1.0,-1.0
17181,ENSG00000237749,somethw,-1.0,-1.0,-1.0
17182,ENSG00000279042,somethw,-1.0,-1.0,-1.0
17183,ENSG00000227373,somethw,-1.0,-1.0,-1.0
17184,ENSG00000252039,somethw,-1.0,-1.0,-1.0
17185,ENSG00000204389,somethw,-1.0,-1.0,-1.0
17186,ENSG00000259749,somethw,-1.0,-1.0,-1.0
17187,ENSG00000259588,somethw,-1.0,-1.0,-1.0
17188,ENSG00000279733,somethw,-1.0,-1.0,-1.0
17189,ENSG00000170085,somethw,-1.0,-1.0,-1.0
17190,ENSG00000251852,somethw,-1.0,-1.0,-1.0
17191,ENSG00000160714,somethw,-1.0,-1.0,-1.0
17192,ENSG00000243328,somethw,-1.0,-1.0,-1.0
17193,ENSG00000225365,somethw,-1.0,-1.0,-1.0
17194,ENSG00000172053,somethw,-1.0,-1.0,-1.0
17195,ENSG00000199036,somethw,-1.0,-1.0,-1.0
17196,ENSG00000138381,somethw,-1.0,-1.0,-1.0
17197,ENSG00000106628,somethw,-1.0,-1.0,-1.0
17198,ENSG00000278604,somethw,-1.0,-1.0,-1.0
17199,ENSG00000280061,somethw,-1.0,-1.0,-1.0
17200,ENSG00000241251,somethw,-1.0,-1.0,-1.0
17201,ENSG00000279894,somethw,-1.0,-1.0,-1.0
17202,ENSG00000226037,somethw,-1.0,-1.0,-1.0
17203,ENSG00000111788,somethw,-1.0,-1.0,-1.0
17204,ENSG00000230694,somethw,-1.0,-1.0,-1.0
17205,ENSG00000223486,somethw,-1.0,-1.0,-1.0
17206,ENSG00000141971,somethw,-1.0,-1.0,-1.0
17207,ENSG00000230393,somethw,-1.0,-1.0,-1.0
17208,ENSG00000136231,somethw,-1.0,-1.0,-1.0
17209,ENSG00000264149,somethw,-1.0,-1.0,-1.0
17210,ENSG00000196104,somethw,-1.0,-1.0,-1.0
17211,ENSG00000224611,somethw,-1.0,-1.0,-1.0
17212,ENSG00000255801,somethw,-1.0,-1.0,-1.0
17213,ENSG00000154198,somethw,-1.0,-1.0,-1.0
17214,ENSG00000242728,somethw,-1.0,-1.0,-1.0
17215,ENSG00000232936,somethw,-1.0,-1.0,-1.0
17216,ENSG00000259258,somethw,-1.0,-1.0,-1.0
17217,ENSG00000131068,somethw,-1.0,-1.0,-1.0
17218,ENSG00000249930,somethw,-1.0,-1.0,-1.0
17219,ENSG00000223158,somethw,-1.0,-1.0,-1.0
17220,ENSG00000209645,somethw,-1.0,-1.0,-1.0
17221,ENSG00000224160,somethw,-1.0,-1.0,-1.0
17222,ENSG00000279592,somethw,-1.0,-1.0,-1.0
17223,ENSG00000235169,somethw,-1.0,-1.0,-1.0
17224,ENSG00000253366,somethw,-1.0,-1.0,-1.0
17225,ENSG00000100911,somethw,-1.0,-1.0,-1.0
17226,ENSG00000263206,somethw,-1.0,-1.0,-1.0
17227,ENSG00000153531,somethw,-1.0,-1.0,-1.0
17228,ENSG00000199857,somethw,-1.0,-1.0,-1.0
17229,ENSG00000206646,somethw,-1.0,-1.0,-1.0
17230,ENSG00000128285,somethw,-1.0,-1.0,-1.0
17231,ENSG00000223023,somethw,-1.0,-1.0,-1.0
17232,ENSG00000207606,somethw,-1.0,-1.0,-1.0
17233,ENSG00000254342,somethw,-1.0,-1.0,-1.0
17234,ENSG00000050438,somethw,-1.0,-1.0,-1.0
17235,ENSG00000200594,somethw,-1.0,-1.0,-1.0
17236,ENSG00000217631,somethw,-1.0,-1.0,-1.0
17237,ENSG00000264072,somethw,-1.0,-1.0,-1.0
17238,ENSG00000271283,somethw,-1.0,-1.0,-1.0
17239,ENSG00000267549,somethw,-1.0,-1.0,-1.0
17240,ENSG00000110047,somethw,-1.0,-1.0,-1.0
17241,ENSG00000180155,somethw,-1.0,-1.0,-1.0
17242,ENSG00000136237,somethw,-1.0,-1.0,-1.0
17243,ENSG00000206661,somethw,-1.0,-1.0,-1.0
17244,ENSG00000154016,somethw,-1.0,-1.0,-1.0
17245,ENSG00000224035,somethw,-1.0,-1.0,-1.0
17246,ENSG00000133460,somethw,-1.0,-1.0,-1.0
17247,ENSG00000074319,somethw,-1.0,-1.0,-1.0
17248,ENSG00000187173,somethw,-1.0,-1.0,-1.0
17249,ENSG00000186010,somethw,-1.0,-1.0,-1.0
17250,ENSG00000250839,somethw,-1.0,-1.0,-1.0
17251,ENSG00000260919,somethw,-1.0,-1.0,-1.0
17252,ENSG00000225594,somethw,-1.0,-1.0,-1.0
17253,ENSG00000103174,somethw,-1.0,-1.0,-1.0
17254,ENSG00000257660,somethw,-1.0,-1.0,-1.0
17255,ENSG00000147224,somethw,-1.0,-1.0,-1.0
17256,ENSG00000239392,somethw,-1.0,-1.0,-1.0
17257,ENSG00000266808,somethw,-1.0,-1.0,-1.0
17258,ENSG00000269983,somethw,-1.0,-1.0,-1.0
17259,ENSG00000226025,somethw,-1.0,-1.0,-1.0
17260,ENSG00000264278,somethw,-1.0,-1.0,-1.0
17261,ENSG00000254424,somethw,-1.0,-1.0,-1.0
17262,ENSG00000214318,somethw,-1.0,-1.0,-1.0
17263,ENSG00000207513,somethw,-1.0,-1.0,-1.0
17264,ENSG00000230951,somethw,-1.0,-1.0,-1.0
17265,ENSG00000225730,somethw,-1.0,-1.0,-1.0
17266,ENSG00000149932,somethw,-1.0,-1.0,-1.0
17267,ENSG00000117262,somethw,-1.0,-1.0,-1.0
17268,ENSG00000102531,somethw,-1.0,-1.0,-1.0
17269,ENSG00000228838,somethw,-1.0,-1.0,-1.0
17270,ENSG00000204397,somethw,-1.0,-1.0,-1.0
17271,ENSG00000207291,somethw,-1.0,-1.0,-1.0
17272,ENSG00000274049,somethw,-1.0,-1.0,-1.0
17273,ENSG00000270426,somethw,-1.0,-1.0,-1.0
17274,ENSG00000128271,somethw,-1.0,-1.0,-1.0
17275,ENSG00000235690,somethw,-1.0,-1.0,-1.0
17276,ENSG00000011243,somethw,-1.0,-1.0,-1.0
17277,ENSG00000249081,somethw,-1.0,-1.0,-1.0
17278,ENSG00000200041,somethw,-1.0,-1.0,-1.0
17279,ENSG00000240463,somethw,-1.0,-1.0,-1.0
17280,ENSG00000274055,somethw,-1.0,-1.0,-1.0
17281,ENSG00000255000,somethw,-1.0,-1.0,-1.0
17282,ENSG00000244361,somethw,-1.0,-1.0,-1.0
17283,ENSG00000108244,somethw,-1.0,-1.0,-1.0
17284,ENSG00000164270,somethw,-1.0,-1.0,-1.0
17285,ENSG00000232385,somethw,-1.0,-1.0,-1.0
17286,ENSG00000281248,somethw,-1.0,-1.0,-1.0
17287,ENSG00000200986,somethw,-1.0,-1.0,-1.0
17288,ENSG00000140932,somethw,-1.0,-1.0,-1.0
17289,ENSG00000132305,somethw,-1.0,-1.0,-1.0
17290,ENSG00000212907,somethw,-1.0,-1.0,-1.0
17291,ENSG00000077454,somethw,-1.0,-1.0,-1.0
17292,ENSG00000068489,somethw,-1.0,-1.0,-1.0
17293,ENSG00000264157,somethw,-1.0,-1.0,-1.0
17294,ENSG00000273423,somethw,-1.0,-1.0,-1.0
17295,ENSG00000280434,somethw,-1.0,-1.0,-1.0
17296,ENSG00000264519,somethw,-1.0,-1.0,-1.0
17297,ENSG00000262262,somethw,-1.0,-1.0,-1.0
17298,ENSG00000279174,somethw,-1.0,-1.0,-1.0
17299,ENSG00000266276,somethw,-1.0,-1.0,-1.0
17300,ENSG00000264402,somethw,-1.0,-1.0,-1.0
17301,ENSG00000119421,somethw,-1.0,-1.0,-1.0
17302,ENSG00000136235,somethw,-1.0,-1.0,-1.0
17303,ENSG00000275968,somethw,-1.0,-1.0,-1.0
17304,ENSG00000200367,somethw,-1.0,-1.0,-1.0
17305,ENSG00000265552,somethw,-1.0,-1.0,-1.0
17306,ENSG00000227303,somethw,-1.0,-1.0,-1.0
17307,ENSG00000164484,somethw,-1.0,-1.0,-1.0
17308,ENSG00000164893,somethw,-1.0,-1.0,-1.0
17309,ENSG00000237620,somethw,-1.0,-1.0,-1.0
17310,ENSG00000133687,somethw,-1.0,-1.0,-1.0
17311,ENSG00000220248,somethw,-1.0,-1.0,-1.0
